"diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","autism_subtype_broad","n_genes","is_autism"
"C2675235","Deafness, Autosomal Recessive 1b","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C2675237","Deafness, Autosomal Dominant 3B","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3889474","BARDET-BIEDL SYNDROME 16","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0268609","Glutamate formiminotransferase deficiency","disease","C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C4310791","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310792","DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0729582","Floating-harbor syndrome","disease","C05;C14;C16;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1833683","NEPHROLITHIASIS, CALCIUM OXALATE","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C3809583","IMMUNODEFICIENCY 12","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1837822","Burn-Mckeown syndrome","disease","C08;C09;C10;C14;C16;C23","Disease or Syndrome","Not Autism",2,FALSE
"C0023138","Laurence-Moon Syndrome","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0037050","Sick Building Syndrome","disease","C20;C21","Disease or Syndrome","Not Autism",1,FALSE
"C1848745","Oliver-McFarlane syndrome","disease","C05;C10;C11;C16;C17;C19;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C1859093","Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism","disease","C10;C11;C16;C19","Disease or Syndrome","Not Autism",1,FALSE
"C1859305","Cerebellar Ataxia and Hypogonadotropic Hypogonadism","disease","C10;C19;C23","Disease or Syndrome","Not Autism",2,FALSE
"C2677586","Spastic Paraplegia 39, Autosomal Recessive","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0003621","Appetite Disorders","group","F03","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C0013473","Eating Disorders","group","F03","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C0854145","Feeding Disorders","disease","F03","Disease or Syndrome","Not Autism",1,FALSE
"C4042784","Feeding and Eating Disorders","group","F03","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C0406702","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","disease","C16;C17","Congenital Abnormality","Not Autism",3,FALSE
"C1720965","Ectodermal Dysplasia 3, Anhidrotic","disease","C16;C17","Congenital Abnormality","Not Autism",2,FALSE
"C3887494","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3888065","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310820","BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0266999","Vesicular Stomatitis","disease","C02;C07;C22","Disease or Syndrome","Not Autism",1,FALSE
"C1853249","SPINOCEREBELLAR ATAXIA 28","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3280977","SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4479357","ANAUXETIC DYSPLASIA 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4014347","PONTOCEREBELLAR HYPOPLASIA, TYPE 10","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0473586","Michelin tire baby syndrome","disease","C04;C16;C17","Disease or Syndrome","Not Autism",2,FALSE
"C4225225","SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2","disease","","Congenital Abnormality","Not Autism",1,FALSE
"C4274079","Bile acid CoA ligase deficiency and defective amidation","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1837610","ICHTHYOSIS PREMATURITY SYNDROME","disease","C16;C17","Disease or Syndrome","Not Autism",1,FALSE
"C3280887","HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3889475","BARDET-BIEDL SYNDROME 19","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3553077","MICROPHTHALMIA, SYNDROMIC 11","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809042","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3890168","MENTAL RETARDATION, X-LINKED 101","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3826462","Depression in children","disease","","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C1853276","Deafness, Autosomal Recessive 28","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1857574","CORNEA PLANA 2","disease","C11;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0268344","Ehlers-Danlos syndrome 6B","disease","C05;C11;C16;C17","Disease or Syndrome","Not Autism",2,FALSE
"C3280011","BRITTLE CORNEA SYNDROME 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310723","MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3502054","Leukodystrophy, Dysmyelinating, with Oligodontia","disease","C07;C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1832544","DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 (disorder)","disease","C18;C19","Disease or Syndrome","Not Autism",1,FALSE
"C3810225","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0796206","Atkin syndrome","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0796241","MENTAL RETARDATION, X-LINKED 34 (disorder)","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1841984","GLOMUVENOUS MALFORMATIONS","disease","C04","Disease or Syndrome","Not Autism",1,FALSE
"C4225199","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2X","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809383","IMMUNODEFICIENCY 8","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2931845","Neurodegeneration with brain iron accumulation (NBIA)","disease","C10;C18","Disease or Syndrome","Not Autism",2,FALSE
"C3550973","NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3279743","SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1832244","CARDIOMYOPATHY, DILATED, 1C (disorder)","disease","C14","Disease or Syndrome","Not Autism",1,FALSE
"C1836155","Myopathy, Myofibrillar, Zasp-Related","disease","C05;C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3152137","LEFT VENTRICULAR NONCOMPACTION 3","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225414","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 24","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1853396","Primary lateral sclerosis juvenile","disease","C10","Disease or Syndrome","Not Autism",2,FALSE
"C2749936","SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)","disease","C05;C10;C16;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C0268187","alpha, alpha-Trehalase deficiency","disease","C16;C18;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1836482","Li-Fraumeni Syndrome 2","disease","C04;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C4310632","EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1970224","ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 5","phenotype","","Finding","Not Autism",1,FALSE
"C1861884","Familial Sudden Death","disease","C23","Disease or Syndrome","Not Autism",1,FALSE
"C3281234","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1864668","Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4","disease","C05;C10;C11;C18;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3888004","HERMANSKY-PUDLAK SYNDROME 5","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1864040","Cerebral Cavernous Malformations 3","disease","C05;C07;C10;C16;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C3280127","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2678155","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 11","phenotype","","Finding","Not Autism",1,FALSE
"C4479376","PSEUDO-TORCH SYNDROME 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0024145","Chilblain lupus 1","disease","C17;C26","Disease or Syndrome","Not Autism",3,FALSE
"C1835308","EXCESS LYMPHOCYTE LOW MOLECULAR WEIGHT DNA","phenotype","","Finding","Not Autism",2,FALSE
"C1835309","EXCESS LMW-DNA","phenotype","","Finding","Not Autism",2,FALSE
"C1860518","Vasculopathy, Retinal, With Cerebral Leukodystrophy","disease","C10;C11;C14;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C3150315","AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809882","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809899","EPISODIC PAIN SYNDROME, FAMILIAL, 3","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1832099","Wilms tumor and radial bilateral aplasia","disease","C04;C12;C13;C16","Neoplastic Process","Not Autism",1,FALSE
"C0268134","DNA Repair-Deficiency","phenotype","C18","Pathologic Function","Not Autism",1,FALSE
"C1563696","DNA Repair-Deficiency Disorders","group","C18","Disease or Syndrome","Not Autism",1,FALSE
"C1563697","Chromosome Instability Syndromes","disease","C18","Disease or Syndrome","Not Autism",1,FALSE
"C3150667","MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225397","ATAXIA-OCULOMOTOR APRAXIA 4","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1869122","EHLERS-DANLOS SYNDROME, PROGEROID FORM","disease","C14;C15;C16;C17","Disease or Syndrome","Not Autism",2,FALSE
"C2931351","Familial myelofibrosis","disease","C15","Disease or Syndrome","Not Autism",1,FALSE
"C3809031","NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1853445","PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET","disease","C10","Disease or Syndrome","Not Autism",1,FALSE
"C0014522","Epidermodysplasia Verruciformis","disease","C02;C17","Neoplastic Process","Not Autism",2,FALSE
"C4015160","PONTOCEREBELLAR HYPOPLASIA, TYPE 1C","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4479353","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3810023","VERHEIJ SYNDROME","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1835849","Congenital Disorder Of Glycosylation, Type Im","disease","C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1861185","THROMBOCYTOPENIA 2 (disorder)","disease","C15;C16;C23","Disease or Syndrome","Not Autism",2,FALSE
"C1854466","Temtamy preaxial brachydactyly syndrome","disease","C05;C07;C09;C10;C16;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C2675227","Endocrine-Cerebroosteodysplasia","disease","C10;C19","Disease or Syndrome","Not Autism",1,FALSE
"C1847835","VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3808876","PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING","disease","","Neoplastic Process","Not Autism",1,FALSE
"C4479278","AUTOINFLAMMATION WITH ARTHRITIS AND DYSKERATOSIS","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225243","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2700426","NEPHROLITHIASIS, URIC ACID, SUSCEPTIBILITY TO (finding)","phenotype","","Finding","Not Autism",1,FALSE
"C3541853","NEPHRONOPHTHISIS 15","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2931118","Megalocytic interstitial nephritis","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C3553774","INTERSTITIAL NEPHRITIS, KARYOMEGALIC","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0085636","Photophobia","phenotype","C10;C11;C23","Sign or Symptom","Not Autism",1,FALSE
"C4225297","ACHROMATOPSIA 7","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0796037","Martsolf syndrome","disease","C10;C11;C19;C23;F01;F03","Disease or Syndrome","Not Autism",2,FALSE
"C1838625","Warburg Sjo Fledelius syndrome","disease","C05;C10;C11;C16;C19;C23;F01;F03","Disease or Syndrome","Not Autism",4,FALSE
"C3280203","WARBURG MICRO SYNDROME 3","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1291609","Ribose 5-Phosphate Isomerase Deficiency","disease","C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1850395","Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1842371","DEAFNESS, AUTOSOMAL DOMINANT 41 (disorder)","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C0270968","Limb-girdle muscular dystrophy type 2H","disease","C05;C10;C16","Congenital Abnormality; Disease or Syndrome","Not Autism",1,FALSE
"C1859569","BARDET-BIEDL SYNDROME 11","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3888209","SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3151187","SECKEL SYNDROME 5","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3553886","MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1863634","Cone-Rod Dystrophy 7","disease","C11;C16","Disease or Syndrome","Not Autism",1,FALSE
"C4479608","MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310640","NEPHRONOPHTHISIS 20","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1835895","RETINITIS PIGMENTOSA 33 (disorder)","disease","C11;C16","Disease or Syndrome","Not Autism",1,FALSE
"C4225229","CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0036346","Schizophrenia, Childhood","disease","F03","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C4225296","MENTAL RETARDATION, AUTOSOMAL DOMINANT 39","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225432","CHROMOSOME 2p25.3 DUPLICATION SYNDROME","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225433","CHROMOSOME 2p25.3 DELETION SYNDROME","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310755","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1853761","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1","disease","C10;C16","Disease or Syndrome","Not Autism",2,FALSE
"C1865409","Amyotrophic Lateral Sclerosis 4, Juvenile","disease","C10;C18","Disease or Syndrome","Not Autism",1,FALSE
"C4225172","CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3554367","EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1855675","Arima syndrome","disease","C10;C11;C12;C13;C16","Disease or Syndrome","Not Autism",7,FALSE
"C3539071","NEPHRONOPHTHISIS 14","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3553846","JOUBERT SYNDROME 19","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4014501","CONE-ROD DYSTROPHY 19","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225182","CATARACT 45","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1861678","Charcot-Marie-Tooth Disease, Axonal, Type 2a1","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0796224","MENTAL RETARDATION, X-LINKED 18","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1845181","MENTAL RETARDATION, X-LINKED 78","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C2749022","Chromosome Xp11.23-P11.22 Duplication Syndrome","disease","C16;C23;F03","Disease or Syndrome","Not Autism",1,FALSE
"C0393559","Troyer syndrome","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3554279","CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2","disease","","Congenital Abnormality; Disease or Syndrome","Not Autism",1,FALSE
"C4509918","Polyvalvular heart disease syndrome","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225351","WHITE-SUTTON SYNDROME","disease","","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C1846055","Siderius X-linked mental retardation syndrome","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1334807","Mucinous carcinoma of breast","disease","","Neoplastic Process","Not Autism",1,FALSE
"C4225249","MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4539848","MENTAL RETARDATION, AUTOSOMAL DOMINANT 45","disease","","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C4225165","NEPHROTIC SYNDROME, TYPE 13","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2673193","Brugada Syndrome 2","disease","C14;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1849386","Myoglobinuria, Acute Recurrent, Autosomal Recessive","disease","C05","Disease or Syndrome","Not Autism",1,FALSE
"C2752061","Cerebral Palsy, Spastic Quadriplegic, 2","disease","C10","Disease or Syndrome","Not Autism",1,FALSE
"C3887964","POLYCYSTIC KIDNEY DISEASE 3, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1859298","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3810294","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1858854","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS","disease","C04;C10;C16;C18;C23","Congenital Abnormality","Not Autism",2,FALSE
"C2751805","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1845102","Hyperekplexia and Epilepsy","disease","C10;C16;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3150988","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4310635","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 49","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3539495","SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3553661","CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809049","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2, AUTOSOMAL DOMINANT","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2678479","Prostate Cancer, Hereditary, 12","disease","C04;C12;C16","Neoplastic Process","Not Autism",1,FALSE
"C4015261","POLYENDOCRINE-POLYNEUROPATHY SYNDROME","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4539881","DEAFNESS, AUTOSOMAL DOMINANT 71","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C2676739","Chromosome 2q32-Q33 Deletion Syndrome","disease","C10;C16;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C4225353","PARKINSON DISEASE 21","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809655","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0265215","Meckel-Gruber syndrome","disease","","Disease or Syndrome","Not Autism",15,FALSE
